treatment_type,cost,state,clinic,provider_type,source,url,scraped_date,region,age_range
IVF_with_PGT,21149.91,TX,TX Hospital Based 6,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467207,south,all
IVF_with_PGT,23599.56,TX,TX Hospital Based 7,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467220,south,all
IVF_with_PGT,24024.41,TX,TX Private Clinic 8,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467232,south,all
IVF_with_PGT,28704.49,TX,TX Private Clinic 9,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467247,south,all
IVF_with_PGT,22977.79,TX,TX Private Clinic 10,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467260,south,all
FET,3909.7,TX,TX Community Clinic 1,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467273,south,all
FET,4494.02,TX,TX Community Clinic 2,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467286,south,all
FET,4650.61,TX,TX Community Clinic 3,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467298,south,all
FET,5340.76,TX,TX Hospital Based 4,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467311,south,all
FET,5192.2,TX,TX Hospital Based 5,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467323,south,all
FET,5262.97,TX,TX Hospital Based 6,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467336,south,all
FET,5781.12,TX,TX Hospital Based 7,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467348,south,all
FET,6081.09,TX,TX Private Clinic 8,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467360,south,all
FET,7037.93,TX,TX Private Clinic 9,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467373,south,all
FET,6426.23,TX,TX Private Clinic 10,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467385,south,all
IUI,641.24,TX,TX Community Clinic 1,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467400,south,all
IUI,614.19,TX,TX Community Clinic 2,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467416,south,all
IUI,683.79,TX,TX Community Clinic 3,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467431,south,all
IUI,1215.67,TX,TX Hospital Based 4,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467444,south,all
IUI,1276.29,TX,TX Hospital Based 5,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467456,south,all
IUI,1142.0,TX,TX Hospital Based 6,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467468,south,all
IUI,1160.03,TX,TX Hospital Based 7,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467481,south,all
IUI,1814.27,TX,TX Private Clinic 8,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467493,south,all
IUI,1461.27,TX,TX Private Clinic 9,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467506,south,all
IUI,1358.82,TX,TX Private Clinic 10,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467518,south,all
EGG_FREEZING,8707.89,TX,TX Community Clinic 1,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467531,south,all
EGG_FREEZING,8734.37,TX,TX Community Clinic 2,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467544,south,all
EGG_FREEZING,9061.36,TX,TX Community Clinic 3,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467556,south,all
EGG_FREEZING,10398.83,TX,TX Hospital Based 4,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467569,south,all
EGG_FREEZING,9580.07,TX,TX Hospital Based 5,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467581,south,all
EGG_FREEZING,9224.16,TX,TX Hospital Based 6,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467593,south,all
EGG_FREEZING,9668.71,TX,TX Hospital Based 7,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467606,south,all
EGG_FREEZING,10860.61,TX,TX Private Clinic 8,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467618,south,all
EGG_FREEZING,9781.92,TX,TX Private Clinic 9,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467631,south,all
EGG_FREEZING,11758.95,TX,TX Private Clinic 10,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467644,south,all
DONOR_EGG_IVF,20103.81,TX,TX Community Clinic 1,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467660,south,all
DONOR_EGG_IVF,21630.49,TX,TX Community Clinic 2,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467675,south,all
DONOR_EGG_IVF,21512.15,TX,TX Community Clinic 3,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467687,south,all
DONOR_EGG_IVF,25980.8,TX,TX Hospital Based 4,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467700,south,all
DONOR_EGG_IVF,25250.89,TX,TX Hospital Based 5,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467712,south,all
DONOR_EGG_IVF,23790.31,TX,TX Hospital Based 6,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467725,south,all
DONOR_EGG_IVF,26897.33,TX,TX Hospital Based 7,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467737,south,all
DONOR_EGG_IVF,25434.59,TX,TX Private Clinic 8,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467750,south,all
DONOR_EGG_IVF,30433.32,TX,TX Private Clinic 9,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467762,south,all
DONOR_EGG_IVF,32038.38,TX,TX Private Clinic 10,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467775,south,all
MEDICATIONS_IVF,3693.23,TX,TX Community Clinic 1,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467788,south,all
MEDICATIONS_IVF,2709.8,TX,TX Community Clinic 2,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467800,south,all
MEDICATIONS_IVF,3169.89,TX,TX Community Clinic 3,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467815,south,all
MEDICATIONS_IVF,3722.98,TX,TX Hospital Based 4,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467827,south,all
MEDICATIONS_IVF,4183.03,TX,TX Hospital Based 5,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467840,south,all
MEDICATIONS_IVF,3621.69,TX,TX Hospital Based 6,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467852,south,all
MEDICATIONS_IVF,4314.06,TX,TX Hospital Based 7,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467865,south,all
MEDICATIONS_IVF,5046.76,TX,TX Private Clinic 8,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467877,south,all
MEDICATIONS_IVF,4423.35,TX,TX Private Clinic 9,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467890,south,all
MEDICATIONS_IVF,4292.46,TX,TX Private Clinic 10,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467902,south,all
CONSULTATION,266.9,TX,TX Community Clinic 1,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467915,south,all
CONSULTATION,215.81,TX,TX Community Clinic 2,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467931,south,all
CONSULTATION,302.14,TX,TX Community Clinic 3,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467944,south,all
CONSULTATION,337.77,TX,TX Hospital Based 4,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467956,south,all
CONSULTATION,354.94,TX,TX Hospital Based 5,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467970,south,all
CONSULTATION,356.75,TX,TX Hospital Based 6,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467982,south,all
CONSULTATION,350.1,TX,TX Hospital Based 7,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467995,south,all
CONSULTATION,328.62,TX,TX Private Clinic 8,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468007,south,all
CONSULTATION,402.39,TX,TX Private Clinic 9,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468020,south,all
CONSULTATION,373.74,TX,TX Private Clinic 10,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468033,south,all
FERTILITY_TESTING,579.19,TX,TX Community Clinic 1,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468046,south,all
FERTILITY_TESTING,405.87,TX,TX Community Clinic 2,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468062,south,all
FERTILITY_TESTING,441.53,TX,TX Community Clinic 3,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468078,south,all
FERTILITY_TESTING,727.97,TX,TX Hospital Based 4,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468090,south,all
FERTILITY_TESTING,676.89,TX,TX Hospital Based 5,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468103,south,all
FERTILITY_TESTING,692.76,TX,TX Hospital Based 6,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468115,south,all
FERTILITY_TESTING,680.99,TX,TX Hospital Based 7,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468128,south,all
FERTILITY_TESTING,1104.79,TX,TX Private Clinic 8,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468140,south,all
FERTILITY_TESTING,936.23,TX,TX Private Clinic 9,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468153,south,all
FERTILITY_TESTING,1035.11,TX,TX Private Clinic 10,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468165,south,all
PGT_A,2800.02,TX,TX Community Clinic 1,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468181,south,all
PGT_A,2044.35,TX,TX Community Clinic 2,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468193,south,all
PGT_A,2359.76,TX,TX Community Clinic 3,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468206,south,all
PGT_A,3738.05,TX,TX Hospital Based 4,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468219,south,all
PGT_A,3583.49,TX,TX Hospital Based 5,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468231,south,all
PGT_A,3827.41,TX,TX Hospital Based 6,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468243,south,all
PGT_A,3288.11,TX,TX Hospital Based 7,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468255,south,all
PGT_A,4913.86,TX,TX Private Clinic 8,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468268,south,all
PGT_A,5445.89,TX,TX Private Clinic 9,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468280,south,all
PGT_A,5428.78,TX,TX Private Clinic 10,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468293,south,all
ICSI,1524.91,TX,TX Community Clinic 1,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468306,south,all
ICSI,1510.73,TX,TX Community Clinic 2,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468319,south,all
ICSI,1752.38,TX,TX Community Clinic 3,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468331,south,all
ICSI,1844.24,TX,TX Hospital Based 4,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468343,south,all
ICSI,2093.71,TX,TX Hospital Based 5,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468356,south,all
ICSI,1916.03,TX,TX Hospital Based 6,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468371,south,all
ICSI,1996.4,TX,TX Hospital Based 7,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468384,south,all
ICSI,2937.69,TX,TX Private Clinic 8,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468396,south,all
ICSI,2892.84,TX,TX Private Clinic 9,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468409,south,all
ICSI,2652.04,TX,TX Private Clinic 10,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.468422,south,all
MEDICATIONS_IVF,4500.0,NY,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470079,northeast,all
MEDICATIONS_IVF,5200.0,NY,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470104,northeast,all
MEDICATIONS_IVF,6000.0,NY,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470114,northeast,all
MEDICATIONS_IVF,5500.0,NY,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470121,northeast,all
MEDICATIONS_IVF,4800.0,NY,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470129,northeast,all
MEDICATIONS_IUI,400.0,NY,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470138,northeast,all
MEDICATIONS_IUI,550.0,NY,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470145,northeast,all
MEDICATIONS_IUI,650.0,NY,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470151,northeast,all
MEDICATIONS_IUI,500.0,NY,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470157,northeast,all
MEDICATIONS_IUI,475.0,NY,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470163,northeast,all
LUPRON,850.0,NY,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470170,northeast,all
LUPRON,950.0,NY,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470176,northeast,all
LUPRON,1100.0,NY,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470187,northeast,all
LUPRON,900.0,NY,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470194,northeast,all
LUPRON,875.0,NY,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470200,northeast,all
GONAL_F,2200.0,NY,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470207,northeast,all
GONAL_F,2500.0,NY,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470221,northeast,all
GONAL_F,2800.0,NY,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470228,northeast,all
GONAL_F,2400.0,NY,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470234,northeast,all
GONAL_F,2300.0,NY,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470240,northeast,all
MENOPUR,1800.0,NY,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470247,northeast,all
MENOPUR,2000.0,NY,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470254,northeast,all
MENOPUR,2300.0,NY,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470264,northeast,all
MENOPUR,1900.0,NY,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470271,northeast,all
MENOPUR,1850.0,NY,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470278,northeast,all
PROGESTERONE,150.0,NY,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470284,northeast,all
PROGESTERONE,180.0,NY,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470289,northeast,all
PROGESTERONE,220.0,NY,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470292,northeast,all
PROGESTERONE,170.0,NY,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470295,northeast,all
PROGESTERONE,160.0,NY,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470299,northeast,all
MEDICATIONS_IVF,5000.0,CA,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470305,west_coast,all
MEDICATIONS_IVF,5800.0,CA,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470309,west_coast,all
MEDICATIONS_IVF,6500.0,CA,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470312,west_coast,all
MEDICATIONS_IVF,6000.0,CA,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470316,west_coast,all
MEDICATIONS_IVF,5200.0,CA,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470319,west_coast,all
MEDICATIONS_IUI,450.0,CA,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470323,west_coast,all
MEDICATIONS_IUI,600.0,CA,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470330,west_coast,all
MEDICATIONS_IUI,700.0,CA,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470334,west_coast,all
MEDICATIONS_IUI,550.0,CA,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470338,west_coast,all
MEDICATIONS_IUI,525.0,CA,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470341,west_coast,all
LUPRON,900.0,CA,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470345,west_coast,all
LUPRON,1000.0,CA,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470348,west_coast,all
LUPRON,1150.0,CA,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470352,west_coast,all
LUPRON,950.0,CA,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470355,west_coast,all
LUPRON,925.0,CA,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470361,west_coast,all
GONAL_F,2400.0,CA,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470365,west_coast,all
GONAL_F,2700.0,CA,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470368,west_coast,all
GONAL_F,3000.0,CA,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470372,west_coast,all
GONAL_F,2600.0,CA,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470375,west_coast,all
GONAL_F,2500.0,CA,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470380,west_coast,all
MENOPUR,2000.0,CA,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470387,west_coast,all
MENOPUR,2200.0,CA,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470393,west_coast,all
MENOPUR,2500.0,CA,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470398,west_coast,all
MENOPUR,2100.0,CA,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470404,west_coast,all
MENOPUR,2050.0,CA,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470410,west_coast,all
PROGESTERONE,175.0,CA,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470420,west_coast,all
PROGESTERONE,200.0,CA,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470427,west_coast,all
PROGESTERONE,240.0,CA,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470433,west_coast,all
PROGESTERONE,190.0,CA,Pharmacy Average,Pharmacy,GoodRx Dec 2025,https://www.goodrx.com/conditions/fertility,2025-12-07T15:27:58.470440,west_coast,all
